US 500 (Dec) >2074.0 (4:15PM)	,	19:23.4	,	84.375
US 500 (Dec) >2074.0 (4:15PM)	,	19:11.4	,	84.625
US 500 (Dec) >2074.0 (4:15PM)	,	19:04.3	,	84.25
US 500 (Dec) >2074.0 (4:15PM)	,	20:47.3	,	83.375
US 500 (Dec) >2074.0 (4:15PM)	,	20:35.7	,	83.375
US 500 (Dec) >2074.0 (4:15PM)	,	20:36.3	,	83.75
US 500 (Dec) >2074.0 (4:15PM)	,	20:17.4	,	83.875
US 500 (Dec) >2074.0 (4:15PM)	,	20:17.4	,	84.125
US 500 (Dec) >2074.0 (4:15PM)	,	20:17.4	,	83.75
US 500 (Dec) >2074.0 (4:15PM)	,	20:11.4	,	83.375
US 500 (Dec) >2074.0 (4:15PM)	,	20:12.4	,	83.625
US 500 (Dec) >2074.0 (4:15PM)	,	19:44.5	,	84.375
US 500 (Dec) >2074.0 (4:15PM)	,	19:39.4	,	84.625
US 500 (Dec) >2074.0 (4:15PM)	,	20:05.6	,	83.875
US 500 (Dec) >2077.0 (4:15PM)	,	20:06.0	,	79.875
US 500 (Dec) >2077.0 (4:15PM)	,	20:04.0	,	80.375
US 500 (Dec) >2077.0 (4:15PM)	,	20:17.4	,	79.875
US 500 (Dec) >2077.0 (4:15PM)	,	20:36.4	,	79.875
US 500 (Dec) >2077.0 (4:15PM)	,	19:04.3	,	80.625
US 500 (Dec) >2077.0 (4:15PM)	,	19:11.3	,	80.875
US 500 (Dec) >2080.0 (4:15PM)	,	19:11.4	,	76.625
US 500 (Dec) >2080.0 (4:15PM)	,	19:04.4	,	76.25
US 500 (Dec) >2080.0 (4:15PM)	,	19:23.5	,	76.375
US 500 (Dec) >2080.0 (4:15PM)	,	20:36.4	,	75.375
US 500 (Dec) >2080.0 (4:15PM)	,	20:17.4	,	75.625
US 500 (Dec) >2080.0 (4:15PM)	,	20:17.4	,	75.875
US 500 (Dec) >2080.0 (4:15PM)	,	20:17.4	,	75.375
